name,company,year,Price,kms_driven,fuel_type
Maruti Swift VDI BSIV,Maruti,2017,585000,90000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,430000,80000,Diesel
Maruti Swift VDI BSIV,Maruti,2010,330000,110000,Diesel
Maruti Swift VDI BSIV,Maruti,2008,229999,50000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,550000,23000,Diesel
Maruti Swift VDI BSIV,Maruti,2008,250000,90000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,400000,90000,Diesel
Maruti Swift VDI BSIV,Maruti,2010,315000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,470000,54723,Diesel
Maruti Swift VDI BSIV,Maruti,2014,530000,90000,Diesel
Maruti Swift VDI BSIV,Maruti,2009,270000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2010,256999,150000,Diesel
Maruti Swift VDI BSIV,Maruti,2007,195000,112880,Diesel
Maruti Swift VDI BSIV,Maruti,2011,295000,50000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,395000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,375000,88000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,425000,65000,Diesel
Maruti Swift VDI BSIV,Maruti,2011,320000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,525000,134000,Diesel
Maruti Swift VDI BSIV,Maruti,2017,525000,38000,Diesel
Maruti Swift VDI BSIV,Maruti,2016,565000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2016,535000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2011,340000,160000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,570000,15000,Diesel
Maruti Swift VDI BSIV,Maruti,2010,240000,134000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,399000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2009,210000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2006,150000,80000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,520000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,470000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,600000,31000,Diesel
Maruti Swift VDI BSIV,Maruti,2009,210000,110000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,484999,30000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,484999,30000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,570000,70000,Diesel
Maruti Swift VDI BSIV,Maruti,2008,250000,90000,Diesel
Maruti Swift VDI BSIV,Maruti,2008,225000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2011,350000,160000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,573000,100000,Diesel
Maruti Swift VDI BSIV,Maruti,2017,525000,38000,Diesel
Maruti Swift VDI BSIV,Maruti,2017,590000,30000,Diesel
Maruti Swift VDI BSIV,Maruti,2010,350000,166000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,470000,54723,Diesel
Maruti Swift VDI BSIV,Maruti,2015,635000,50000,Diesel
Maruti Swift VDI BSIV,Maruti,2016,580000,100000,Diesel
Maruti Swift VDI BSIV,Maruti,2016,595000,131111,Diesel
Maruti Swift VDI BSIV,Maruti,2015,490000,60000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,459999,100000,Diesel
Maruti Swift VDI BSIV,Maruti,2009,370000,120000,Diesel
Maruti Swift VDI BSIV,Maruti,2017,640000,110000,Diesel
Maruti Swift VDI BSIV,Maruti,2015,545000,180000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,495000,77215,Diesel
Maruti Swift VDI BSIV,Maruti,2010,352000,72179,Diesel
Maruti Swift VDI BSIV,Maruti,2011,375000,97000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,217000,50000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,455000,40000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,700000,141000,Diesel
Maruti Swift VDI BSIV,Maruti,2016,630000,30154,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2015,475000,78000,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2016,565000,72000,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2011,290000,77000,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2011,280000,85000,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2016,565000,72000,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2016,595000,77321,Diesel
Maruti Swift VDI BSIV W ABS,Maruti,2010,300000,70000,Diesel
Maruti Swift VDI Deca,Maruti,2016,630000,70000,Diesel
Maruti Swift VDI Deca,Maruti,2016,210000,210000,Diesel
Maruti Swift VDI Optional,Maruti,2016,600000,47000,Diesel
Maruti Swift VDI Optional,Maruti,2016,520000,50000,Diesel
Maruti Swift VDI Optional,Maruti,2015,405000,100000,Diesel
Maruti Swift VDI Optional,Maruti,2016,600000,47000,Diesel
Maruti Swift VDI Optional,Maruti,2016,550000,50000,Diesel
Maruti Swift VDI Optional,Maruti,2017,580000,30000,Diesel
Maruti Swift VDI Optional,Maruti,2017,660000,30000,Diesel
Maruti Swift VDI Optional,Maruti,2016,600000,70000,Diesel
Maruti Swift VDI Optional,Maruti,2016,590000,120000,Diesel
Maruti Swift VDI Optional,Maruti,2015,600000,80000,Diesel
Maruti Swift VDI Optional,Maruti,2017,693000,58559,Diesel
Maruti Swift VDI Optional,Maruti,2015,475000,60000,Diesel
Maruti Swift VDI Optional,Maruti,2015,530000,120000,Diesel
Maruti Swift VDI Optional,Maruti,2015,530000,120000,Diesel
Maruti Swift VDI Optional,Maruti,2017,660000,56000,Diesel
Maruti Swift VDI Windsong Limited edition,Maruti,2015,565000,114000,Diesel
Maruti Swift VDI Windsong Limited edition,Maruti,2015,450000,100000,Diesel
Maruti Swift VVT VXI,Maruti,2012,511000,8500,Petrol
Maruti Swift VVT VXI,Maruti,2017,509999,46000,Petrol
Maruti Swift VVT VXI,Maruti,2017,509999,20000,Petrol
Maruti Swift VVT ZXI,Maruti,2017,610000,15000,Petrol
Maruti Swift VVT ZXI,Maruti,2017,625000,25000,Petrol
Maruti Swift VVT ZXI,Maruti,2017,625000,25000,Petrol
Maruti Swift VXI,Maruti,2019,615000,10000,Petrol
Maruti Swift VXI,Maruti,2012,340000,24300,Petrol
Maruti Swift VXI,Maruti,2012,330000,50000,Petrol
Maruti Swift VXI,Maruti,2012,330000,50000,Petrol
Maruti Swift VXI,Maruti,2019,585000,10000,Petrol
Maruti Swift VXI,Maruti,2013,450000,41800,Petrol
Maruti Swift VXI,Maruti,2018,550000,24400,Petrol
Maruti Swift VXI,Maruti,2019,610000,5000,Petrol
Maruti Swift VXI,Maruti,2019,630000,4000,Petrol
Maruti Swift VXI,Maruti,2013,325000,150000,Petrol
Maruti Swift VXI,Maruti,2019,600000,18000,Petrol
Maruti Swift VXI,Maruti,2019,550000,11500,Petrol
Maruti Swift VXI,Maruti,2018,560000,25000,Petrol
Maruti Swift VXI,Maruti,2013,400000,40000,Petrol
Maruti Swift VXI,Maruti,2019,550000,40000,Petrol
Maruti Swift VXI,Maruti,2012,340000,24300,Petrol
Maruti Swift VXI,Maruti,2012,328000,123000,Petrol
Maruti Swift VXI,Maruti,2011,280000,20000,Petrol
Maruti Swift VXI,Maruti,2020,570000,5000,Petrol
Maruti Swift VXI,Maruti,2013,450000,35000,Petrol
Maruti Swift VXI,Maruti,2012,369000,56246,Petrol
Maruti Swift VXI,Maruti,2013,371000,67082,Petrol
Maruti Swift VXI,Maruti,2020,600000,5000,Petrol
Maruti Swift VXI,Maruti,2019,595000,14548,Petrol
Maruti Swift VXI,Maruti,2013,350000,15000,Petrol
Maruti Swift VXI,Maruti,2020,600000,5000,Petrol
Maruti Swift VXI,Maruti,2019,610000,18000,Petrol
Maruti Swift VXI 2018,Maruti,2018,509999,70000,Petrol
Maruti Swift VXI 2018,Maruti,2018,550000,5000,Petrol
Maruti Swift VXI BSIII,Maruti,2007,130000,120000,Petrol
Maruti Swift VXI BSIII,Maruti,2008,170000,80000,Petrol
Maruti Swift VXI BSIII W/ ABS,Maruti,2006,215000,102000,Petrol
Maruti Swift VXI BSIV,Maruti,2018,610000,52000,Petrol
Maruti Swift VXI BSIV,Maruti,2015,500000,150546,Petrol
Maruti Swift VXi BSIV,Maruti,2006,189000,93000,Petrol
Maruti Swift VXI BSIV,Maruti,2016,550000,8588,Petrol
Maruti Swift VXi BSIV,Maruti,2009,229999,71000,Petrol
Maruti Swift VXI BSIV,Maruti,2018,610000,52000,Petrol
Maruti Swift VXI BSIV,Maruti,2015,475000,51000,Petrol
Maruti Swift VXI Deca,Maruti,2016,520000,20000,Petrol
Maruti Swift VXI Deca,Maruti,2016,500000,32000,Petrol
Maruti Swift VXI Deca,Maruti,2016,470000,23700,Petrol
Maruti Swift VXI Deca,Maruti,2016,500000,22947,Petrol
Maruti Swift VXI Deca,Maruti,2016,482000,50000,Petrol
Maruti Swift VXI Deca,Maruti,2016,470000,23700,Petrol
Maruti Swift VXI Deca,Maruti,2016,500000,100000,Petrol
Maruti Swift VXI Optional,Maruti,2015,515000,36600,Petrol
Maruti Swift VXI Optional,Maruti,2017,500000,20000,Petrol
Maruti Swift VXI Optional,Maruti,2015,450000,30000,Petrol
Maruti Swift VXI Optional,Maruti,2017,573000,30000,Petrol
Maruti Swift VXI Optional,Maruti,2015,405000,68000,Petrol
Maruti Swift VXI Optional,Maruti,2016,550000,20000,Petrol
Maruti Swift VXI Optional,Maruti,2016,570000,90000,Petrol
Maruti Swift VXI Optional,Maruti,2017,600000,24522,Petrol
Maruti Swift VXI Optional,Maruti,2016,470000,23700,Petrol
Maruti Swift VXI Optional,Maruti,2016,540000,20000,Petrol
Maruti Swift VXI Optional,Maruti,2015,550000,25000,Petrol
Maruti Swift VXI Optional,Maruti,2016,450000,64000,Petrol
Maruti Swift VXI Optional,Maruti,2017,500000,20000,Petrol
Maruti Swift VXI Optional,Maruti,2016,500000,60000,Petrol
Maruti Swift VXI Optional,Maruti,2016,550000,20000,Petrol
Maruti Swift VXI Optional,Maruti,2015,440000,30000,Petrol
Maruti Swift VXI Optional,Maruti,2016,470000,23700,Petrol
Maruti Swift VXI Optional,Maruti,2016,500000,15000,Petrol
Maruti Swift VXI Optional,Maruti,2016,500000,40000,Petrol
Maruti Swift VXI Windsong Limited edition,Maruti,2015,434999,50000,Petrol
Maruti Swift VXI Windsong Limited edition,Maruti,2015,434999,50000,Petrol
Maruti Swift VXI Windsong Limited edition,Maruti,2015,450000,35000,Petrol
Maruti Swift VXI with ABS,Maruti,2009,270000,80000,Petrol
Maruti Swift VXI with ABS,Maruti,2007,250000,60000,Petrol
Maruti Swift ZDi,Maruti,2014,509999,100000,Diesel
Maruti Swift ZDi,Maruti,2014,650000,68000,Diesel
Maruti Swift ZDi,Maruti,2014,430000,90000,Diesel
Maruti Swift ZDi,Maruti,2013,409999,90000,Diesel
Maruti Swift ZDi,Maruti,2014,390000,90000,Diesel
Maruti Swift ZDi,Maruti,2014,470000,89000,Diesel
Maruti Swift ZDi,Maruti,2014,440000,70000,Diesel
Maruti Swift ZDi,Maruti,2014,530000,90000,Diesel
Maruti Swift ZDi,Maruti,2014,530000,90000,Diesel
Maruti Swift ZDI BSIV,Maruti,2017,640000,35000,Diesel
Maruti Swift ZDI BSIV,Maruti,2015,600000,25000,Diesel
Maruti Swift ZDI Plus,Maruti,2013,450000,43978,Diesel
Maruti Swift ZDI Plus,Maruti,2018,700000,60000,Diesel
Maruti Swift ZDI Plus,Maruti,2013,450000,43978,Diesel
Maruti Swift ZXI,Maruti,2012,345000,50000,Petrol
Maruti Swift ZXI,Maruti,2012,280000,70000,Petrol
Maruti Swift ZXI,Maruti,2013,411000,62000,Petrol
Maruti Swift ZXI,Maruti,2014,434999,50000,Petrol
Maruti Swift ZXI,Maruti,2013,320000,60000,Petrol
Maruti Swift ZXI,Maruti,2013,420000,67000,Petrol
Maruti Swift ZXI 2018,Maruti,2018,750000,15000,Petrol
Maruti Swift ZXI 2018,Maruti,2018,750000,15000,Petrol
Maruti Swift ZXI ABS,Maruti,2011,325000,58000,Petrol
Maruti Swift ZXI ABS,Maruti,2005,130000,120000,Petrol
Maruti Swift ZXI ABS,Maruti,2007,215000,100750,Petrol
Maruti Swift ZXI BSIII,Maruti,2006,120000,44000,Petrol
Maruti Swift ZXI BSIV,Maruti,2018,730000,4773,Petrol
Maruti Swift ZXI Plus,Maruti,2018,720000,20000,Petrol
Maruti Swift ZXI Plus,Maruti,2018,695000,40000,Petrol
Maruti Swift ZXI Plus,Maruti,2020,578000,5000,Petrol
Maruti SX4 Celebration Diesel,Maruti,2012,300000,100000,Diesel
Maruti SX4 Celebration Diesel,Maruti,2011,242000,120000,Diesel
Maruti SX4 Celebration Diesel,Maruti,2011,242000,120000,Diesel
Maruti SX4 Green Vxi (CNG),Maruti,2010,250000,90000,CNG
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,Maruti,2016,620000,28180,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,Maruti,2015,650000,57000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2017,650000,44000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2017,650000,44000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2016,675000,108000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,Maruti,2016,675000,108000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,60000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,675000,52000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,600000,100000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2015,800000,15000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,825000,33500,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,675000,52000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,60000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2015,800000,15000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2017,800000,70000,Diesel
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,2016,775000,52000,Diesel
Maruti SX4 VDI,Maruti,2014,425000,50000,Diesel
Maruti SX4 VDI,Maruti,2012,350000,120000,Diesel
Maruti SX4 VDI,Maruti,2012,325000,175000,Diesel
Maruti SX4 VDI,Maruti,2012,310000,25000,Diesel
Maruti SX4 Vxi BSIII,Maruti,2007,160000,120000,Petrol
Maruti SX4 Vxi BSIII,Maruti,2009,150000,110000,Petrol
Maruti SX4 Vxi BSIII,Maruti,2007,125000,120000,Petrol
Maruti SX4 Vxi BSIII,Maruti,2008,150000,100000,Petrol
Maruti SX4 Vxi BSIII,Maruti,2009,250000,125876,Petrol
Maruti SX4 Vxi BSIV,Maruti,2011,350000,48756,Petrol
Maruti SX4 Vxi BSIV,Maruti,2011,190000,80000,Petrol
Maruti SX4 Vxi BSIV,Maruti,2012,260000,99000,Petrol
Maruti SX4 ZDI,Maruti,2012,600000,72000,Diesel
Maruti SX4 ZDI,Maruti,2011,250000,85000,Diesel
Maruti SX4 ZDI Leather,Maruti,2012,350000,70000,Diesel
Maruti SX4 ZDI Leather,Maruti,2011,350000,115000,Diesel
Maruti SX4 ZDI Leather,Maruti,2012,380000,80000,Diesel
Maruti SX4 ZXI AT,Maruti,2011,220000,65000,Petrol
Maruti SX4 ZXI AT,Maruti,2011,260000,65000,Petrol
Maruti SX4 ZXI AT,Maruti,2009,200000,90000,Petrol
Maruti SX4 ZXI AT Leather,Maruti,2010,350000,30000,Petrol
Maruti SX4 Zxi BSIII,Maruti,2010,300000,22000,Petrol
Maruti SX4 Zxi BSIII,Maruti,2009,200000,110000,Petrol
Maruti SX4 Zxi BSIII,Maruti,2010,300000,50000,Petrol
Maruti SX4 ZXI MT BSIV,Maruti,2013,295000,60000,Petrol
Maruti SX4 ZXI MT BSIV Leather,Maruti,2010,285000,155000,Petrol
Maruti SX4 Zxi with Leather BSIII,Maruti,2008,150000,89000,Petrol
Maruti SX4 Zxi with Leather BSIII,Maruti,2008,111000,110000,Petrol
Maruti Vitara Brezza,Maruti,2019,690000,51718,Diesel
Maruti Vitara Brezza,Maruti,2018,635000,73081,Diesel
Maruti Vitara Brezza,Maruti,2020,726000,41465,Diesel
Maruti Vitara Brezza,Maruti,2019,914000,41265,Diesel
Maruti Vitara Brezza,Maruti,2018,930000,48451,Diesel
Maruti Vitara Brezza,Maruti,2019,767000,68272,Diesel
Maruti Vitara Brezza,Maruti,2018,682000,43109,Diesel
Maruti Vitara Brezza,Maruti,2016,830000,99232,Diesel
Maruti Vitara Brezza,Maruti,2022,868000,22783,Petrol
Maruti Vitara Brezza,Maruti,2018,698000,31247,Diesel
Maruti Vitara Brezza,Maruti,2018,960000,55927,Diesel
Maruti Vitara Brezza,Maruti,2019,850000,45144,Diesel
Maruti Vitara Brezza,Maruti,2018,713000,81601,Diesel
Maruti Vitara Brezza,Maruti,2019,960000,72577,Diesel
Maruti Vitara Brezza,Maruti,2017,727000,97788,Diesel
Maruti Vitara Brezza,Maruti,2018,793750,81352,Diesel
Maruti Vitara Brezza,Maruti,2016,634000,77722,Diesel
Maruti Vitara Brezza,Maruti,2020,875000,32984,Petrol
Maruti Vitara Brezza,Maruti,2020,737000,72255,Petrol
Maruti Vitara Brezza,Maruti,2019,704000,89657,Diesel
Maruti Vitara Brezza,Maruti,2019,833000,26769,Diesel
Maruti Vitara Brezza,Maruti,2019,783800,45739,Diesel
Maruti Vitara Brezza,Maruti,2019,803000,77461,Diesel
Maruti Vitara Brezza,Maruti,2018,574000,89047,Diesel
Maruti Vitara Brezza,Maruti,2019,746000,54125,Diesel
Maruti Vitara Brezza,Maruti,2017,648000,44726,Diesel
Maruti Vitara Brezza,Maruti,2018,779000,36428,Diesel
Maruti Vitara Brezza,Maruti,2017,644000,67646,Diesel
Maruti Vitara Brezza,Maruti,2018,580000,75647,Diesel
Maruti Vitara Brezza,Maruti,2019,900000,59517,Diesel
Maruti Vitara Brezza,Maruti,2018,930000,72152,Diesel
Maruti Vitara Brezza,Maruti,2018,772000,50481,Diesel
Maruti Vitara Brezza,Maruti,2017,698000,67957,Diesel
Maruti Vitara Brezza,Maruti,2021,907000,34541,Petrol
Maruti Vitara Brezza,Maruti,2019,754000,87576,Diesel
Maruti Vitara Brezza,Maruti,2019,801000,54264,Diesel
Maruti Vitara Brezza,Maruti,2020,877000,52055,Petrol
Maruti Vitara Brezza,Maruti,2018,591000,98557,Diesel
Maruti Vitara Brezza,Maruti,2020,862000,40725,Petrol
Maruti Vitara Brezza,Maruti,2018,806000,17404,Diesel
Maruti Vitara Brezza,Maruti,2019,762000,86649,Diesel
Maruti Vitara Brezza,Maruti,2016,718000,92380,Diesel
Maruti Vitara Brezza,Maruti,2018,822000,42607,Diesel
Maruti Vitara Brezza,Maruti,2019,857000,80511,Diesel
Maruti Vitara Brezza,Maruti,2018,752000,42252,Diesel
Maruti Vitara Brezza,Maruti,2018,827000,64822,Diesel
Maruti Vitara Brezza,Maruti,2018,786000,78655,Diesel
Maruti Vitara Brezza,Maruti,2018,881000,53716,Diesel
Maruti Vitara Brezza,Maruti,2021,815000,93405,Petrol
Maruti Vitara Brezza,Maruti,2016,643000,91429,Diesel
Maruti Vitara Brezza,Maruti,2017,735000,45733,Diesel
Maruti Vitara Brezza,Maruti,2019,789000,61307,Diesel
Maruti Vitara Brezza,Maruti,2020,920350,14546,Petrol
Maruti Vitara Brezza,Maruti,2016,692000,93194,Diesel
Maruti Vitara Brezza,Maruti,2018,745000,74221,Diesel
Maruti Vitara Brezza,Maruti,2017,588000,93189,Diesel
Maruti Vitara Brezza,Maruti,2018,791000,66502,Diesel
Maruti Vitara Brezza,Maruti,2016,599000,64794,Diesel
Maruti Vitara Brezza,Maruti,2018,818000,63812,Diesel
Maruti Vitara Brezza,Maruti,2018,694000,70167,Diesel
Maruti Vitara Brezza,Maruti,2016,666000,68943,Diesel
Maruti Vitara Brezza,Maruti,2018,832000,105318,Diesel
Maruti Vitara Brezza,Maruti,2019,846000,53096,Diesel
Maruti Vitara Brezza,Maruti,2019,725000,58894,Diesel
Maruti Vitara Brezza,Maruti,2016,893000,59232,Diesel
Maruti Vitara Brezza,Maruti,2018,986000,50643,Diesel
Maruti Vitara Brezza,Maruti,2018,733000,48600,Diesel
Maruti Vitara Brezza,Maruti,2018,734000,45655,Diesel
Maruti Vitara Brezza,Maruti,2019,707000,29480,Diesel
Maruti Vitara Brezza,Maruti,2018,762000,61369,Diesel
Maruti Vitara Brezza,Maruti,2020,647000,18026,Petrol
Maruti Vitara Brezza,Maruti,2016,577000,42216,Diesel
Maruti Vitara Brezza,Maruti,2020,947000,39570,Petrol
Maruti Vitara Brezza,Maruti,2018,812000,57593,Diesel
Maruti Vitara Brezza,Maruti,2021,847000,27815,Petrol
Maruti Vitara Brezza,Maruti,2017,833000,121129,Diesel
Maruti Vitara Brezza,Maruti,2018,729000,38226,Diesel
Maruti Vitara Brezza,Maruti,2018,836000,45394,Diesel
Maruti Vitara Brezza,Maruti,2018,851000,62125,Diesel
Maruti Vitara Brezza,Maruti,2018,742000,65843,Diesel
Maruti Vitara Brezza,Maruti,2016,837000,66211,Diesel
Maruti Vitara Brezza,Maruti,2016,820000,105562,Diesel
Maruti Vitara Brezza,Maruti,2018,787000,80993,Diesel
Maruti Vitara Brezza,Maruti,2016,574000,79819,Diesel
Maruti Vitara Brezza,Maruti,2020,913000,14654,Petrol
Maruti Vitara Brezza,Maruti,2016,696000,66757,Diesel
Maruti Vitara Brezza,Maruti,2018,811000,44719,Diesel
Maruti Vitara Brezza,Maruti,2016,665000,123776,Diesel
Maruti Vitara Brezza,Maruti,2020,752000,38639,Petrol
Maruti Vitara Brezza,Maruti,2021,901000,24808,Petrol
Maruti Vitara Brezza,Maruti,2016,834000,84666,Diesel
Maruti Vitara Brezza,Maruti,2018,665000,69862,Diesel
Maruti Vitara Brezza,Maruti,2018,596000,22248,Diesel
Maruti Vitara Brezza,Maruti,2021,831000,8642,Petrol
Maruti Vitara Brezza,Maruti,2016,733000,98661,Diesel
Maruti Vitara Brezza,Maruti,2019,808000,58792,Diesel
Maruti Vitara Brezza,Maruti,2016,754000,77338,Diesel
Maruti Vitara Brezza,Maruti,2019,865000,85358,Diesel
Maruti Vitara Brezza,Maruti,2020,878000,55130,Petrol
Maruti Vitara Brezza,Maruti,2018,706000,64938,Diesel
Maruti Vitara Brezza,Maruti,2020,888000,25778,Petrol
Maruti Vitara Brezza,Maruti,2017,645000,36201,Diesel
Maruti Vitara Brezza,Maruti,2019,812000,40155,Diesel
Maruti Vitara Brezza,Maruti,2018,759000,89151,Diesel
Maruti Vitara Brezza,Maruti,2018,747000,30549,Diesel
Maruti Vitara Brezza,Maruti,2018,747000,98499,Diesel
Maruti Vitara Brezza,Maruti,2018,701000,90598,Diesel
Maruti Vitara Brezza,Maruti,2018,892000,75774,Diesel
Maruti Vitara Brezza,Maruti,2021,907000,14835,Petrol
Maruti Vitara Brezza,Maruti,2019,761000,41612,Diesel
Maruti Vitara Brezza,Maruti,2018,667000,91454,Diesel
Maruti Vitara Brezza,Maruti,2016,725000,61867,Diesel
Maruti Vitara Brezza,Maruti,2021,805000,29589,Petrol
Maruti Vitara Brezza,Maruti,2017,874000,51441,Diesel
Maruti Vitara Brezza,Maruti,2018,787000,70921,Diesel
Maruti Vitara Brezza,Maruti,2017,919000,94127,Diesel
Maruti Vitara Brezza,Maruti,2017,716000,83566,Diesel
Maruti Vitara Brezza,Maruti,2017,533000,89353,Diesel
Maruti Vitara Brezza,Maruti,2019,974000,54333,Diesel
Maruti Vitara Brezza,Maruti,2018,821000,88582,Diesel
Maruti Vitara Brezza LDi,Maruti,2017,650000,16200,Diesel
Maruti Vitara Brezza LDi,Maruti,2017,650000,16200,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2017,670000,70000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2017,700000,90000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2017,711000,53000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2017,710000,60000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2017,650000,70000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2016,640000,70000,Diesel
Maruti Vitara Brezza LDi Option,Maruti,2018,725000,36521,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,819999,32600,Diesel
Maruti Vitara Brezza VDi,Maruti,2016,745000,70000,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,750000,5000,Diesel
Maruti Vitara Brezza VDi,Maruti,2017,750000,40000,Diesel
Maruti Vitara Brezza VDi,Maruti,2017,780000,40000,Diesel
Maruti Vitara Brezza VDi,Maruti,2017,780000,40000,Diesel
Maruti Vitara Brezza VDi,Maruti,2017,750000,51777,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,750000,5000,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,825000,35000,Diesel
Maruti Vitara Brezza VDi,Maruti,2020,810000,15000,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,800000,27000,Diesel
Maruti Vitara Brezza VDi,Maruti,2016,750000,70000,Diesel
Maruti Vitara Brezza VDi,Maruti,2018,745000,48000,Diesel
Maruti Vitara Brezza VDi AMT,Maruti,2019,860000,6500,Diesel
Maruti Vitara Brezza VDi AMT,Maruti,2019,860000,35000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,775000,75000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2018,770000,50000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2018,770000,50000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,775000,80000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,775000,100000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2016,700000,86000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2016,610000,110000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,800000,51146,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,760000,50000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2016,610000,110000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,775000,75000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2016,650000,80000,Diesel
Maruti Vitara Brezza VDi Option,Maruti,2017,725000,50000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2018,950000,58511,Diesel
Maruti Vitara Brezza ZDi,Maruti,2017,725000,60000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2018,875000,50000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2017,813000,110000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2016,750000,80000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2019,892000,10000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2017,750000,90000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2017,800000,15381,Diesel
Maruti Vitara Brezza ZDi,Maruti,2017,861000,61260,Diesel
Maruti Vitara Brezza ZDi,Maruti,2019,890000,9000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2018,910000,36500,Diesel
Maruti Vitara Brezza ZDi,Maruti,2018,875000,50000,Diesel
Maruti Vitara Brezza ZDi,Maruti,2018,835000,17000,Diesel
Maruti Vitara Brezza ZDi AMT,Maruti,2018,911999,25000,Diesel
